Column1;duration;id;index;location;match_id;minute;off_camera;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_body_part;pass_cross;pass_end_location;pass_goal_assist;pass_height;pass_inswinging;pass_length;pass_no_touch;pass_outcome;pass_outswinging;pass_recipient;pass_shot_assist;pass_switch;pass_technique;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;team;team_id;timestamp;type;under_pressure;x;y;pass_end_x;pass_end_y
858;1,11321;c7ceb0ea-0478-47a6-9bfe-483353ba2bcc;3338;[47.2, 44.9];3893818;89;;;0,14531001;;Head;;[67.7, 47.9];;High Pass;;20,71835;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Kick Off;Daniela Alexandra Árias Rojas;403277;Left Center Back;173;Colombia Women's;16802;['a208b6f7-dacd-43f6-85a9-bd43926f4f31', 'adc168bf-8aba-4270-b417-4200dd6000ee', 'd4f42e2c-a757-4738-957b-5df96b78f831'];36;Colombia Women's;16802;12:44:36 a. m.;Pass;;47,2;44,9;67,7;47,9
860;1,305052;9143e104-bf4e-425d-8d06-90eab2c547f0;3344;[55.8, 63.3];3893818;89;;;0,15235347;;Right Foot;;[81.2, 67.2];;High Pass;;25,697666;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Kick Off;Carolina Arias Vidal;403283;Right Back;173;Colombia Women's;16802;['b3d322e2-459a-4ea8-bcd0-fdb75b9819a2', 'bd601c12-20bd-44fe-96e0-1dde114cb260'];41;Colombia Women's;16802;12:44:41 a. m.;Pass;;55,8;63,3;81,2;67,2
863;2,215047;d758f239-3859-45a4-bdb0-a1f195ce2c31;3359;[34.1, 63.9];3893818;89;;;0,8717967;;Right Foot;;[45.7, 77.7];;Low Pass;;18,027756;;Incomplete;;Diana Carolina Ospina García Pineda;;;;Recovery;2;From Free Kick;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;175;Germany Women's;857;['3ae6256b-7988-434a-a1e8-f0e2ab17dedf', 'cefd7522-7127-42c2-9237-128a81824135', 'e70488d7-0a03-4a3e-9721-fcae87cf6d7a'];52;Colombia Women's;16802;12:44:53 a. m.;Pass;;34,1;63,9;45,7;77,7
874;3,699313;209e1ae7-3c4c-47d6-961a-18e66cbecc88;3421;[63.5, 65.6];3893818;91;;;0,24062817;;Left Foot;;[101.4, 74.9];;Ground Pass;;39,024353;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Throw In;María Catalina Usme Pineda;403278;Center Attacking Midfield;177;Germany Women's;857;['09d840f3-a1ab-4334-8a9f-db159bb8a6e8'];42;Colombia Women's;16802;12:46:43 a. m.;Pass;;63,5;65,6;101,4;74,9
875;0,863081;db1fe5bf-041b-4e3d-8843-2bcc91d09601;3424;[116.5, 61.5];3893818;91;;;-1,4851171;;Right Foot;VERDADERO;[117.9, 45.2];;High Pass;;16,360012;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;;2;From Throw In;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;177;Germany Women's;857;['5b3c0f91-dfc4-4828-9c08-0e86ae450835', '67ffb760-ffd0-4eb1-bb0b-31a3a2d919af'];51;Colombia Women's;16802;12:46:51 a. m.;Pass;;116,5;61,5;117,9;45,2
888;3,178647;a275561c-819f-4ef2-950b-9fa335892eab;3468;[7.0, 36.1];3893818;93;;;-0,40187064;;Right Foot;;[63.0, 12.3];;High Pass;;60,84768;;Incomplete;;María Catalina Usme Pineda;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;179;Colombia Women's;16802;['1463d04f-9c82-4ccb-bfe7-e0224754744e', '880349db-5817-44da-816c-a02dc4d2c236'];11;Colombia Women's;16802;12:48:11 a. m.;Pass;;7;36,1;63;12,3
891;5,275534;907734e8-5de4-4e5d-a4a1-8f9cadfda162;3480;[34.1, 33.6];3893818;93;;;-0,18765849;;Right Foot;;[99.4, 21.2];;High Pass;;66,46691;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Lorena Bedoya Durango;49904;Left Defensive Midfield;180;Germany Women's;857;['146fffc2-4be0-4ba6-8adf-fa7b7cfacf94', '62f75903-fc1c-43bf-bebd-fd989cd73ad5'];21;Colombia Women's;16802;12:48:22 a. m.;Pass;;34,1;33,6;99,4;21,2
892;2,749401;2764fe62-e18d-4863-b1bc-b3860e54b234;3484;[91.9, 0.1];3893818;93;;;0,36172923;;;;[114.1, 8.5];;High Pass;;23,736048;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;2;From Throw In;Manuela Vanegas Cataño;49945;Left Back;181;Colombia Women's;16802;['6f092ffe-dd10-4707-967f-5f000ec25225', 'c1bae5f4-3433-4025-89e7-ad3a252e7a21'];49;Colombia Women's;16802;12:48:49 a. m.;Pass;;91,9;0,1;114,1;8,5
906;1,419129;d10a7cb6-fc1e-49be-a8c8-a6f04e66b4bf;3531;[35.7, 50.0];3893818;94;;;-1,7196863;;Right Foot;;[34.5, 42.0];;Low Pass;;8,089499;;;;Lorena Bedoya Durango;;;;Recovery;2;From Throw In;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;183;Germany Women's;857;['0e50d1fc-e55e-4653-837c-7a3d6bff16db', '99471623-80a0-4ce9-80d9-af143f9c8fd8'];39;Colombia Women's;16802;12:49:40 a. m.;Pass;VERDADERO;35,7;50;34,5;42
908;1,507749;63186c62-8715-4951-bc82-3207a0416edc;3548;[18.5, 25.3];3893818;94;;;0,964661;;Right Foot;;[30.7, 42.9];;Ground Pass;;21,414948;;;;Leicy Maria Santos Herrera;;;;;2;From Throw In;Linda Lizeth Caicedo Alegría;386339;Left Wing;183;Germany Women's;857;['76fcaf30-36e5-4379-bcf0-21f7d8027b01'];50;Colombia Women's;16802;12:49:50 a. m.;Pass;;18,5;25,3;30,7;42,9
912;5,3799;004f65b5-5241-4da2-ab93-e4b04746838a;3568;[11.4, 52.6];3893818;95;;;0,29849893;;Right Foot;;[51.7, 65.0];;High Pass;;42,16456;;;;Leicy Maria Santos Herrera;;;;;2;From Counter;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;184;Colombia Women's;16802;['61e192a4-4a8b-46f2-865b-7c89d8c88731'];0;Colombia Women's;16802;12:50:00 a. m.;Pass;;11,4;52,6;51,7;65
913;3,143453;a761a577-ac63-439e-8b6d-0871aeeb4afc;3571;[67.4, 73.6];3893818;95;;;-0,4444192;f3793fd3-056a-4d06-a205-8396623ee9f0;Right Foot;;[105.2, 55.6];;Low Pass;;41,866932;;;;Mayra Tatiana Ramírez Ramírez;VERDADERO;;;;2;From Counter;Leicy Maria Santos Herrera;32215;Right Wing;184;Colombia Women's;16802;['15ec0888-374b-4f81-9dac-7d8763ee44fe'];8;Colombia Women's;16802;12:50:08 a. m.;Pass;;67,4;73,6;105,2;55,6
914;1,969603;e62cde1c-d23d-42b1-a129-db233635ae14;3579;[120.0, 80.0];3893818;96;;;-1,8116428;2cbc4e0c-986d-4442-a53d-aeddc65fbf18;Right Foot;;[110.2, 40.1];VERDADERO;High Pass;;41,085884;;;VERDADERO;Manuela Vanegas Cataño;;;Outswinging;Corner;2;From Corner;Leicy Maria Santos Herrera;32215;Right Wing;185;Colombia Women's;16802;['1054f285-2bae-426e-bbc7-7fc39aaf2e83'];21;Colombia Women's;16802;12:51:22 a. m.;Pass;;120;80;110,2;40,1
917;1,21067;828e51d4-5c46-4637-afec-b621a164ced6;3589;[17.3, 39.6];3893818;98;;VERDADERO;1,1705557;;;;[21.7, 50.0];;High Pass;;11,292476;;;;Leicy Maria Santos Herrera;;;;Recovery;2;Regular Play;Daniela Alexandra Árias Rojas;403277;Left Center Back;187;Colombia Women's;16802;['3cb9d355-4470-4781-9483-26cf9e3b79c7', '49e40297-09f2-4517-9667-d6f481cf980e', '9672b37c-daf5-44a6-a75a-d6952515db6d'];7;Colombia Women's;16802;12:53:07 a. m.;Pass;VERDADERO;17,3;39,6;21,7;50
918;1,406988;0c8ece42-0fa1-4446-b21b-0f6003a2c023;3596;[31.8, 52.0];3893818;98;;;0,3126717;;Right Foot;;[55.0, 59.5];;Ground Pass;;24,382166;;Incomplete;;María Catalina Usme Pineda;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Midfield;187;Colombia Women's;16802;['51a9ad53-e36d-482c-aef0-0738ac8b4173', 'e03e2e5d-d2e7-4772-92ea-93a1766c782f'];12;Colombia Women's;16802;12:53:12 a. m.;Pass;;31,8;52;55;59,5
919;0,865223;1ca29823-d8ef-4199-b737-13c417bcbdb1;3600;[46.4, 65.3];3893818;98;;;-2,2810674;;Right Foot;;[42.1, 60.3];;Ground Pass;;6,5946946;;;;Leicy Maria Santos Herrera;;;;Recovery;2;Regular Play;Marcela Restrepo Valencia;403281;Right Center Midfield;187;Colombia Women's;16802;['772e53e9-da10-40a9-a794-8e7c4d01ac2b'];15;Colombia Women's;16802;12:53:15 a. m.;Pass;;46,4;65,3;42,1;60,3
921;2,907268;6bd4a93d-92f8-4c52-b93b-5263b14274d6;3620;[20.8, 13.9];3893818;103;;;0,22329651;;Right Foot;;[68.8, 24.8];;High Pass;;49,22205;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Other;Lorena Bedoya Durango;49904;Left Center Midfield;189;Colombia Women's;16802;['e5127e58-5ba3-4b4d-97f9-3e4596fd28bd', 'fc79e413-7fa3-439e-96f0-98632a1f07cf'];47;Colombia Women's;16802;12:58:47 a. m.;Pass;;20,8;13,9;68,8;24,8
923;5,802233;afa5fd93-b379-47c2-a328-882a9b31c09b;3624;[45.7, 32.8];3893818;103;;;-0,5809339;;Right Foot;;[94.9, 0.5];;High Pass;;58,85516;;Out;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;Other;Diana Carolina Ospina García Pineda;403280;Center Defensive Midfield;189;Colombia Women's;16802;['2126463e-8763-4266-85e9-40697c7e54f3', 'e5127e58-5ba3-4b4d-97f9-3e4596fd28bd'];51;Colombia Women's;16802;12:58:52 a. m.;Pass;;45,7;32,8;94,9;0,5
