Column1;duration;id;index;location;match_id;minute;off_camera;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_body_part;pass_cross;pass_end_location;pass_goal_assist;pass_height;pass_inswinging;pass_length;pass_no_touch;pass_outcome;pass_outswinging;pass_recipient;pass_shot_assist;pass_switch;pass_technique;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;team;team_id;timestamp;type;under_pressure;x;y;pass_end_x;pass_end_y
392;0,704603;842b0fbf-a734-47ff-b7d0-509354e56be3;1454;[20.4, 73.9];3893818;40;;;-0,017697267;;Head;;[31.7, 73.7];;High Pass;;11,30177;;;;Lady Patricia Andrade Rodríguez;;;;;1;From Throw In;Carolina Arias Vidal;403283;Right Back;70;Colombia Women's;16802;['d55d9283-59bb-4625-be38-499bf3a08848'];54;Colombia Women's;16802;12:40:54 a. m.;Pass;;20,4;73,9;31,7;73,7
393;0,242078;23613d32-5fdd-4302-b3d7-f0d939118bff;1458;[31.7, 73.7];3893818;40;;;0;;Right Foot;;[33.6, 73.7];;Ground Pass;;1,9;;Incomplete;;;;;;;1;From Throw In;Lady Patricia Andrade Rodríguez;49888;Right Wing;70;Colombia Women's;16802;['057999bc-a1de-454c-a839-cf8a5f04816c'];57;Colombia Women's;16802;12:40:58 a. m.;Pass;;31,7;73,7;33,6;73,7
401;1,162821;5b318f90-8c8b-4c24-bdda-a5ba2bbe3cbc;1502;[8.2, 75.4];3893818;41;;;-0,48895866;;Right Foot;;[23.8, 67.1];;Low Pass;;17,670597;;Incomplete;;;;;;;1;Regular Play;Lorena Bedoya Durango;49904;Right Defensive Midfield;71;Germany Women's;857;['449f454b-b922-4369-9378-6ed7455a1df9'];37;Colombia Women's;16802;12:41:38 a. m.;Pass;;8,2;75,4;23,8;67,1
405;4,783208;78237efd-e649-4f82-8877-0c6df692b903;1519;[6.0, 36.0];3893818;42;;;-0,4007106;;Right Foot;;[75.4, 6.6];;High Pass;;75,37055;;Incomplete;;;;;;Goal Kick;1;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;72;Colombia Women's;16802;['434581ae-10af-42d3-93dc-0b0099a952f4'];16;Colombia Women's;16802;12:42:16 a. m.;Pass;;6;36;75,4;6,6
406;0,111848;03c375be-9e4f-4063-a094-00183ed37d71;1527;[80.3, 7.2];3893818;42;;;0,81569195;;Left Foot;;[83.5, 10.6];;Ground Pass;;4,669047;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;1;From Goal Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;72;Colombia Women's;16802;['2570cf36-48e5-45a0-abe4-36bedb7c75d4', '82b744ca-0dd0-496e-abde-b2a440fe4db3'];26;Colombia Women's;16802;12:42:27 a. m.;Pass;;80,3;7,2;83,5;10,6
407;0,434521;b27b05ca-9f41-486f-a649-46bfdeda02b5;1530;[102.1, 0.1];3893818;42;VERDADERO;;1,706324;;;;[99.7, 17.7];;Low Pass;;17,762882;;;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;73;Colombia Women's;16802;['fef769e5-eb3d-4edf-8449-047dd17dd79e'];36;Colombia Women's;16802;12:42:36 a. m.;Pass;;102,1;0,1;99,7;17,7
408;1,292418;a83667e1-a80a-4283-b7a8-0b9e173ba632;1535;[80.9, 0.1];3893818;42;;;0,33762223;;;;[90.3, 3.4];;High Pass;;9,962429;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;74;Colombia Women's;16802;['66a76f33-ede3-4362-b2db-5a2b10fc4479', '783fba81-e13f-461e-bf86-7cd1221549dc'];56;Colombia Women's;16802;12:42:57 a. m.;Pass;;80,9;0,1;90,3;3,4
409;1,351134;302a0a8c-ff9d-4a10-a561-4a4cd2ca6942;1538;[89.0, 0.1];3893818;43;VERDADERO;;0,94989026;;;;[99.3, 14.5];;High Pass;;17,70452;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;75;Colombia Women's;16802;['3f313bb0-16c9-4897-986b-e0ab58bb9a70', 'af2883cc-9f97-4661-b20c-608ada5fbe6c'];7;Colombia Women's;16802;12:43:08 a. m.;Pass;;89;0,1;99,3;14,5
410;0,923286;d58a8fb6-6787-4402-a552-dad1faa517fd;1541;[87.8, 3.1];3893818;43;;;0,0863234;;Head;;[98.2, 4.0];;Low Pass;;10,438869;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;Recovery;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;75;Colombia Women's;16802;['9e63ed5e-d43d-4834-8832-fd30b42a60ba', 'f112ba1b-fd35-4888-8fe1-d266f1601ae7'];10;Colombia Women's;16802;12:43:11 a. m.;Pass;;87,8;3,1;98,2;4
419;1,041682;f3ccc4b2-0098-45ea-af93-b6efdfda2727;1572;[30.6, 0.1];3893818;44;;;0,22303097;;;;[40.3, 2.3];;High Pass;;9,946356;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;78;Colombia Women's;16802;['325b76a9-ff03-4b0b-aa0a-8866e2c7842a', 'b7ff08b3-a1be-4579-b4ea-19a12f0a524e'];29;Colombia Women's;16802;12:44:30 a. m.;Pass;;30,6;0,1;40,3;2,3
420;0,895081;7d2510c6-f53e-4a7d-97fa-966bcf628b8c;1582;[38.6, 10.0];3893818;44;;;1,5707964;;Left Foot;;[38.6, 30.5];;Ground Pass;;20,5;;;;Lorena Bedoya Durango;;;;;1;From Throw In;María Catalina Usme Pineda;403278;Center Attacking Midfield;78;Colombia Women's;16802;['b4c7b886-53e9-4ab1-ba51-df440b0554b6'];34;Colombia Women's;16802;12:44:35 a. m.;Pass;;38,6;10;38,6;30,5
421;2,378973;5cd385f2-aa8a-4640-ace3-e2a59138308f;1586;[37.7, 30.7];3893818;44;;;2,1293957;;Right Foot;;[24.7, 51.5];;Ground Pass;;24,52835;;;;Jorelyn Andrea Daniela Carabalí Martínez;;;;;1;From Throw In;Lorena Bedoya Durango;49904;Right Defensive Midfield;78;Colombia Women's;16802;['c8761d9e-c451-4b5d-95d5-bed0a3b58c2b'];38;Colombia Women's;16802;12:44:38 a. m.;Pass;;37,7;30,7;24,7;51,5
422;1,373393;4bd39a1c-a656-4ab8-aa5b-914173e9ac4f;1589;[23.2, 51.9];3893818;44;;;0,32175055;;Right Foot;;[47.5, 60.0];;High Pass;;25,614449;;;;Carolina Arias Vidal;;;;;1;From Throw In;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;78;Colombia Women's;16802;['f867060c-6200-4c64-a6db-ce67f576825a'];40;Colombia Women's;16802;12:44:41 a. m.;Pass;;23,2;51,9;47,5;60
423;2,345814;b5be0a0b-ecf3-42f0-9079-cdf05240df57;1592;[47.5, 60.0];3893818;44;;;1,5115438;;Right Foot;;[48.2, 71.8];;Ground Pass;;11,8207445;;;;Lady Patricia Andrade Rodríguez;;;;;1;From Throw In;Carolina Arias Vidal;403283;Right Back;78;Colombia Women's;16802;['100df993-1cd7-4d8e-a45b-d9f90721f3b2'];42;Colombia Women's;16802;12:44:42 a. m.;Pass;;47,5;60;48,2;71,8
433;1,689783;f891f15f-90f7-49e4-b525-0140ae8692cc;1627;[10.1, 33.9];3893818;45;;;-0,8824012;;Keeper Arm;;[31.9, 7.4];;Ground Pass;;34,314575;;;;Manuela Vanegas Cataño;;;;;1;Regular Play;Catalina Pérez Jaramillo;46344;Goalkeeper;80;Colombia Women's;16802;['5a18b088-ca55-4691-b8eb-f09f58ce6576'];17;Colombia Women's;16802;12:45:18 a. m.;Pass;;10,1;33,9;31,9;7,4
434;0,83468;ed77bc2d-2671-4a51-b421-46fd5f660bd2;1630;[37.1, 7.0];3893818;45;;;-0,5404195;;Left Foot;;[45.6, 1.9];;Ground Pass;;9,912619;;;;Linda Lizeth Caicedo Alegría;;;;;1;Regular Play;Manuela Vanegas Cataño;49945;Left Back;80;Colombia Women's;16802;['9ead5362-89fc-4de4-822a-c5412f5dd1b6'];21;Colombia Women's;16802;12:45:22 a. m.;Pass;;37,1;7;45,6;1,9
435;1,405864;e805a053-eaa4-42f6-8cd3-7fb2ed33c37b;1634;[45.0, 3.1];3893818;45;;;2,9361973;;Left Foot;;[35.4, 5.1];;Ground Pass;;9,806121;;;;Manuela Vanegas Cataño;;;;;1;Regular Play;Linda Lizeth Caicedo Alegría;386339;Left Wing;80;Colombia Women's;16802;['c6ad8af0-a941-4628-9d8a-27d4c307f4d4', 'd25b2eee-f3b3-4cc9-844c-45a1c12fa015'];23;Colombia Women's;16802;12:45:24 a. m.;Pass;VERDADERO;45;3,1;35,4;5,1
436;1,594056;0278eb54-98e2-4c39-97ba-ec5cb17359a0;1637;[37.5, 5.5];3893818;45;;;0,73563087;;Left Foot;;[51.2, 17.9];;Ground Pass;;18,478365;;;;María Catalina Usme Pineda;;;;;1;Regular Play;Manuela Vanegas Cataño;49945;Left Back;80;Colombia Women's;16802;['6947a481-322f-40fc-8ef3-c90c7c0e2c6c'];25;Colombia Women's;16802;12:45:26 a. m.;Pass;;37,5;5,5;51,2;17,9
437;1,916686;8799bf96-41d5-403e-baeb-ecfebfe5ebd7;1639;[51.0, 19.0];3893818;45;;;-0,1964142;;Left Foot;;[70.6, 15.1];;Low Pass;;19,984243;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;1;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;80;Colombia Women's;16802;['6dbb2297-9b26-4c4f-b8d6-5f3e6b73ca23', 'ebbe2390-3f1a-479b-ad73-fa8f4b458a7e'];27;Colombia Women's;16802;12:45:28 a. m.;Pass;;51;19;70,6;15,1
438;0,82558;7adb2e4a-5606-41ef-b143-701cc5ce26ff;1648;[44.1, 3.6];3893818;45;;;2,3561945;;Left Foot;;[40.1, 7.6];;Ground Pass;;5,656854;;;;María Catalina Usme Pineda;;;;;1;Regular Play;Manuela Vanegas Cataño;49945;Left Back;80;Colombia Women's;16802;['82de179f-b455-4abd-b0f1-ad016e48b8b6'];35;Colombia Women's;16802;12:45:36 a. m.;Pass;;44,1;3,6;40,1;7,6
439;0,692431;d2d1685c-cf52-4b94-8cc0-e2bb2c62b1d0;1652;[38.3, 7.0];3893818;45;;;-2,2826433;;Left Foot;;[33.9, 1.9];;Ground Pass;;6,735726;;;;Manuela Vanegas Cataño;;;;;1;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;80;Colombia Women's;16802;['0f0413a6-02c0-4c73-842c-cedb862cd86d'];38;Colombia Women's;16802;12:45:39 a. m.;Pass;;38,3;7;33,9;1,9
440;0,096737;a7f7c83a-d71b-4c6a-a4b1-feeadfdc66fe;1655;[35.6, 2.5];3893818;45;;;0;;Left Foot;;[39.4, 2.5];;Low Pass;;3,8;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;;1;Regular Play;Manuela Vanegas Cataño;49945;Left Back;80;Colombia Women's;16802;['130b7ee0-ea28-480e-bc58-6d29ed9385e2', '40cdc221-407c-478c-b12a-4b59dcedc53e'];40;Colombia Women's;16802;12:45:40 a. m.;Pass;;35,6;2,5;39,4;2,5
441;0,845109;e136dee5-d7ed-4df2-a699-10d155b0cfda;1658;[49.0, 0.1];3893818;45;VERDADERO;;0,20668322;;;;[61.4, 2.7];;Low Pass;;12,669649;;;;Linda Lizeth Caicedo Alegría;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;81;Colombia Women's;16802;['006a7427-a4b8-4a63-a086-f4605469bb69'];50;Colombia Women's;16802;12:45:51 a. m.;Pass;;49;0,1;61,4;2,7
445;1,962426;6893ab2f-45ea-45b8-bfa5-44be0b8863e5;1678;[18.0, 0.1];3893818;46;;;0,23484877;;;;[34.3, 4.0];;High Pass;;16,76007;;;;Linda Lizeth Caicedo Alegría;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;83;Colombia Women's;16802;['12c0b4ea-e6c8-4854-a561-e5d2be81ef60'];22;Colombia Women's;16802;12:46:23 a. m.;Pass;;18;0,1;34,3;4
446;1,551434;a15e1bb6-748d-4b57-a470-a98cf728c57c;1682;[34.3, 4.0];3893818;46;;;0,72126603;;Right Foot;;[40.1, 9.1];;Ground Pass;;7,7233415;;;;Mayra Tatiana Ramírez Ramírez;;;;;1;From Throw In;Linda Lizeth Caicedo Alegría;386339;Left Wing;83;Colombia Women's;16802;['adde7967-0352-4708-b32b-79b0747e4a2c'];24;Colombia Women's;16802;12:46:25 a. m.;Pass;;34,3;4;40,1;9,1
447;2,868366;4468cca3-c299-4b63-bca7-59a4a5177e17;1688;[42.8, 8.9];3893818;46;;;1,3121626;;Left Foot;;[58.7, 69.0];;High Pass;;62,167675;;;;Lady Patricia Andrade Rodríguez;;VERDADERO;;Free Kick;1;From Free Kick;Manuela Vanegas Cataño;49945;Left Back;84;Colombia Women's;16802;['94d92ff7-f72b-41bb-b27f-dd1a5a256782'];56;Colombia Women's;16802;12:46:56 a. m.;Pass;;42,8;8,9;58,7;69
448;1,443691;c6b167c2-437b-40dc-8293-727cc3fd8d12;1691;[55.5, 55.3];3893818;47;;;-2,0491488;;Right Foot;;[44.3, 33.7];;Ground Pass;;24,33105;;;;Daniela Alexandra Árias Rojas;;;;;1;From Free Kick;Lady Patricia Andrade Rodríguez;49888;Right Wing;84;Colombia Women's;16802;['6d8a75c2-f165-4e33-99a7-04281cf7e2d6'];3;Colombia Women's;16802;12:47:04 a. m.;Pass;;55,5;55,3;44,3;33,7
449;1,308691;84212f91-1a87-45ee-bc51-9fa7b7a1a4df;1694;[44.3, 33.7];3893818;47;;;0,9876575;;Right Foot;;[60.0, 57.5];;Low Pass;;28,511927;;Incomplete;;Lady Patricia Andrade Rodríguez;;;;;1;From Free Kick;Daniela Alexandra Árias Rojas;403277;Left Center Back;84;Colombia Women's;16802;['79f07d6f-ead0-4b83-833a-ed93c6b951b7', '94e02ae9-aec7-43e3-92b8-fe8c777314ca'];6;Colombia Women's;16802;12:47:07 a. m.;Pass;;44,3;33,7;60;57,5
460;1,994042;c99d67f5-1f22-43c0-972a-234bc8ba2c4a;1727;[14.8, 45.7];3893818;47;;;-0,9775074;;Head;;[32.4, 19.6];;Low Pass;;31,479675;;;;Linda Lizeth Caicedo Alegría;;;;Recovery;1;Regular Play;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;86;Colombia Women's;16802;['39044761-ce44-483c-9e1c-df1961b39326', '6b31d79b-4da9-4e64-be5e-c3bd98497382'];45;Colombia Women's;16802;12:47:45 a. m.;Pass;;14,8;45,7;32,4;19,6
461;2,173334;024725d0-43cb-4636-b98e-3b55775b9e41;1731;[31.9, 20.0];3893818;47;;;-1,2753555;;Right Foot;;[35.4, 8.5];;Ground Pass;;12,020815;;;;Daniela Montoya Quiróz;;;;;1;Regular Play;Linda Lizeth Caicedo Alegría;386339;Left Wing;86;Colombia Women's;16802;['ccfaedf8-cc6a-4dc0-9b44-eae03a8ac3b6'];50;Colombia Women's;16802;12:47:51 a. m.;Pass;;31,9;20;35,4;8,5
462;1,965097;a6be964d-ca11-4efc-828a-ed8b26723667;1734;[45.4, 4.6];3893818;47;;;0,043019798;;Right Foot;;[75.6, 5.9];;Ground Pass;;30,227966;;;;Mayra Tatiana Ramírez Ramírez;;;;;1;Regular Play;Daniela Montoya Quiróz;403282;Left Defensive Midfield;86;Colombia Women's;16802;['1c1d0894-5cd6-4db5-ab91-0ac7534469f9'];54;Colombia Women's;16802;12:47:54 a. m.;Pass;;45,4;4,6;75,6;5,9
466;4,265142;651ca147-6c8a-44ee-9437-93437819508f;1755;[33.9, 31.6];3893818;48;;;-1,299363;;Right Foot;;[39.8, 10.4];;Low Pass;;22,005682;;Incomplete;;Manuela Vanegas Cataño;;;;Recovery;1;Regular Play;Daniela Montoya Quiróz;403282;Left Defensive Midfield;87;Germany Women's;857;['4de636a5-dd0c-48bc-9421-f3d223ae70c9', '53e4141a-cd60-4f1a-be1a-1a6e91f803de', 'a14b1cfe-e562-4ef8-ba2d-b3ae2a29772a'];10;Colombia Women's;16802;12:48:10 a. m.;Pass;VERDADERO;33,9;31,6;39,8;10,4
467;1,752565;8127c6d2-1847-4c28-9283-0edea2888084;1762;[34.9, 0.1];3893818;48;;;0,22070423;;;;[50.5, 3.6];;High Pass;;15,987808;;;;Linda Lizeth Caicedo Alegría;;;;Throw-in;1;From Throw In;Manuela Vanegas Cataño;49945;Left Back;88;Colombia Women's;16802;['4a9f0ddd-feba-4099-a5a8-d0825b4400b2'];35;Colombia Women's;16802;12:48:36 a. m.;Pass;;34,9;0,1;50,5;3,6
472;3,381882;aceb9248-f7f7-4329-a5a9-0c5972d90969;1795;[14.0, 43.6];3893818;49;;;0,32332042;;Right Foot;;[71.3, 62.8];;High Pass;;60,431202;;;;Mayra Tatiana Ramírez Ramírez;;;;;1;From Keeper;Catalina Pérez Jaramillo;46344;Goalkeeper;91;Colombia Women's;16802;['a105521e-d636-472f-b4ce-fb7a4c401534'];19;Colombia Women's;16802;12:49:19 a. m.;Pass;;14;43,6;71,3;62,8
473;0,979147;790785d9-0526-4bee-b24e-7ebe38c1bb52;1803;[73.4, 57.0];3893818;49;;;-1,9018924;;Right Foot;;[66.8, 37.8];;Ground Pass;;20,30271;;;;María Catalina Usme Pineda;;;;;1;From Keeper;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;91;Colombia Women's;16802;['397ac1ce-a75d-4abf-bcf3-b5f831b67e50'];24;Colombia Women's;16802;12:49:25 a. m.;Pass;;73,4;57;66,8;37,8
474;3,430168;cd03ebd0-1aa3-4a1d-9749-f999cf687d8b;1806;[66.8, 37.8];3893818;49;;;-1,5146424;;Left Foot;;[68.7, 4.0];;Ground Pass;;33,85336;;;;Linda Lizeth Caicedo Alegría;;;;;1;From Keeper;María Catalina Usme Pineda;403278;Center Attacking Midfield;91;Colombia Women's;16802;['4f5f84a5-f51b-4273-a961-461dcaf0a8c4'];26;Colombia Women's;16802;12:49:27 a. m.;Pass;;66,8;37,8;68,7;4
475;1,631921;1b2cbf74-adbd-4625-a5d2-2b5162fcf1bd;1810;[68.7, 14.7];3893818;49;;;1,7933629;;Right Foot;;[64.4, 33.7];;Ground Pass;;19,480503;;;;Lorena Bedoya Durango;;;;;1;From Keeper;Linda Lizeth Caicedo Alegría;386339;Left Wing;91;Colombia Women's;16802;['96fee6fb-8152-4e6f-aa53-93597f70a00a'];32;Colombia Women's;16802;12:49:33 a. m.;Pass;;68,7;14,7;64,4;33,7
476;1,434474;e150ab5a-40ba-4036-a5c7-7749b8f97989;1813;[66.6, 28.2];3893818;49;;;-1,8130686;;Right Foot;;[62.3, 10.8];;Ground Pass;;17,923449;;;;Manuela Vanegas Cataño;;;;;1;From Keeper;Lorena Bedoya Durango;49904;Right Defensive Midfield;91;Colombia Women's;16802;['065ba2f4-3dbe-4e35-99e0-1cf16c8f5012'];35;Colombia Women's;16802;12:49:36 a. m.;Pass;;66,6;28,2;62,3;10,8
477;3,382711;d34ce1b5-d897-4624-a851-78181ffdda0b;1816;[67.4, 11.7];3893818;49;;;1,010144;;Left Foot;;[97.6, 59.8];;High Pass;;56,794807;;;;Carolina Arias Vidal;;VERDADERO;;;1;From Keeper;Manuela Vanegas Cataño;49945;Left Back;91;Colombia Women's;16802;['09de0344-2222-413c-a190-034816d5e771'];38;Colombia Women's;16802;12:49:38 a. m.;Pass;;67,4;11,7;97,6;59,8
478;2,320735;6b1b5c03-a0e4-4746-964f-bb005b610c27;1819;[97.6, 59.8];3893818;49;;;-0,41145626;;Right Foot;;[114.1, 52.6];;High Pass;;18,0025;;Incomplete;;Lady Patricia Andrade Rodríguez;;;;;1;From Keeper;Carolina Arias Vidal;403283;Right Back;91;Colombia Women's;16802;['c72060d7-c20f-4590-921d-e36e8d57514a', 'd26cd02e-20ba-4ce8-a38d-36b2c8fac57a'];42;Colombia Women's;16802;12:49:43 a. m.;Pass;;97,6;59,8;114,1;52,6
479;1,665372;f70ec7f3-ae48-41fc-b56e-d16605d9572b;1822;[120.0, 80.0];3893818;50;;;-1,6580063;;Left Foot;;[116.8, 43.4];;High Pass;VERDADERO;36,739624;;Incomplete;;;;;Inswinging;Corner;1;From Corner;María Catalina Usme Pineda;403278;Center Attacking Midfield;92;Colombia Women's;16802;['aad69f23-2d0f-488a-9222-4cbc8bb70817'];17;Colombia Women's;16802;12:50:17 a. m.;Pass;;120;80;116,8;43,4
481;0,753321;7e55188d-b677-4376-8245-2f214b6db73e;1832;[61.0, 40.1];3893818;45;;;3,0771658;;Right Foot;;[54.8, 40.5];;Ground Pass;;6,2128897;;;;María Catalina Usme Pineda;;;;Kick Off;2;From Kick Off;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;94;Colombia Women's;16802;['71ebb59f-bbee-4c96-bacd-610fae9f8b25'];0;Colombia Women's;16802;12:00:00 a. m.;Pass;;61;40,1;54,8;40,5
482;1,01897;1a839218-53bd-4e5f-b3f2-53a0ae268ac6;1835;[54.3, 39.9];3893818;45;;;1,0928384;;Left Foot;;[65.8, 62.1];;Low Pass;;25,0018;;Incomplete;;Lady Patricia Andrade Rodríguez;;;;;2;From Kick Off;María Catalina Usme Pineda;403278;Center Attacking Midfield;94;Colombia Women's;16802;['17ebad2b-03d8-43d8-87d8-3fc231934873', 'b77b9050-300c-4c8d-9417-be4aad6cb3ed'];1;Colombia Women's;16802;12:00:02 a. m.;Pass;;54,3;39,9;65,8;62,1
490;2,00817;063f60f1-3831-4df9-89aa-e9daa34823ba;1860;[39.2, 43.4];3893818;45;;;0,28389597;;Right Foot;;[76.9, 54.4];;High Pass;;39,272;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;95;Germany Women's;857;['222828c3-fd0d-4c26-9603-c5d1b38c9946', '694681b7-5de1-414a-8672-7f7b0de44182', '9d7524f0-b7c2-4c12-80c3-0a8dbcd78e12'];23;Colombia Women's;16802;12:00:24 a. m.;Pass;VERDADERO;39,2;43,4;76,9;54,4
511;1,655548;8d9c6d92-d958-48c7-8352-8078cf7f8a9a;1932;[23.1, 23.7];3893818;46;;;-1,849096;;Right Foot;;[19.7, 11.8];;Ground Pass;;12,376186;;;;Manuela Vanegas Cataño;;;;;2;From Free Kick;Lorena Bedoya Durango;49904;Left Defensive Midfield;96;Germany Women's;857;['66ef4c38-6ffa-4c81-9b1d-47b1a79c7e32'];40;Colombia Women's;16802;12:01:40 a. m.;Pass;;23,1;23,7;19,7;11,8
512;0,099043;e3049dc4-831b-4d77-8e17-229c83346adc;1936;[15.5, 7.6];3893818;46;;;-0,4214192;;Left Foot;;[18.4, 6.3];;Ground Pass;;3,1780498;;Incomplete;;;;;;;2;From Free Kick;Manuela Vanegas Cataño;49945;Left Back;96;Germany Women's;857;['f246b1ea-876e-4b27-a13f-b86d3814912b', 'f9a0e623-fb05-4cf8-94b0-6111b47aca07'];43;Colombia Women's;16802;12:01:44 a. m.;Pass;VERDADERO;15,5;7,6;18,4;6,3
514;0,652827;27e6c218-d40a-441c-9b3a-4bdf784edd76;1947;[16.8, 16.4];3893818;46;;;-0,26625204;;Right Foot;;[30.0, 12.8];;Low Pass;;13,682105;;;;Lady Patricia Andrade Rodríguez;;;;Recovery;2;Regular Play;Daniela Alexandra Árias Rojas;403277;Left Center Back;97;Colombia Women's;16802;['0759feba-2ab0-435d-a320-8c96b866227f', '3c069ac1-6927-4775-a300-1cdde7918b40'];48;Colombia Women's;16802;12:01:49 a. m.;Pass;;16,8;16,4;30;12,8
522;1,599779;ab9b5466-ad42-42d3-ada1-d6a3a08990b8;1985;[50.8, 68.2];3893818;47;;;-0,2828092;;Right Foot;;[74.2, 61.4];;Ground Pass;;24,368011;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;98;Germany Women's;857;['429126eb-f36c-4cc3-9223-0729539e50f4'];12;Colombia Women's;16802;12:02:12 a. m.;Pass;;50,8;68,2;74,2;61,4
535;0,179186;941a6fb9-e96d-4bcb-9349-c08ecad69ebd;2043;[8.0, 78.2];3893818;48;;;-0,4808873;;Right Foot;;[10.3, 77.0];;Ground Pass;;2,5942245;;Incomplete;;;;;;;2;From Throw In;Linda Lizeth Caicedo Alegría;386339;Right Wing;100;Germany Women's;857;['894a23c8-52f8-4c98-9c9c-dd01863f9f2d', '9907ff1d-242b-4b3d-a054-f57f5f8e4746'];47;Colombia Women's;16802;12:03:48 a. m.;Pass;VERDADERO;8;78,2;10,3;77
536;1,55086;c620581d-dc8f-4ad1-9ac1-27b321d8eed8;2045;[15.1, 80.0];3893818;48;;;-0,11629529;;;;[36.5, 77.5];;High Pass;;21,545532;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;2;From Throw In;Carolina Arias Vidal;403283;Right Back;101;Colombia Women's;16802;['09a354fa-7c5b-42c3-b92d-c42695a4503b', '9108abd0-1796-45da-b7c3-018f35dd5df0'];58;Colombia Women's;16802;12:03:59 a. m.;Pass;;15,1;80;36,5;77,5
537;3,635128;34bb62b6-e992-4d8b-8850-6db30b3e1795;2048;[31.0, 75.8];3893818;49;;;-0,12399823;;Right Foot;;[65.5, 71.5];;High Pass;;34,766937;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Throw In;Daniela Montoya Quiróz;403282;Right Defensive Midfield;101;Colombia Women's;16802;['012d8c62-1990-4d91-b7d8-9cbb3961c220', 'b2b6fef8-2d44-4cb7-8d3f-97a6caf0a5cc'];1;Colombia Women's;16802;12:04:01 a. m.;Pass;;31;75,8;65,5;71,5
539;2,375136;c6187878-df29-4e11-a5e4-ce4b1ed54dc7;2052;[33.3, 77.6];3893818;49;;;-0,57727593;;Right Foot;;[52.8, 64.9];;High Pass;;23,271011;;Incomplete;;María Catalina Usme Pineda;;;;Recovery;2;From Throw In;Carolina Arias Vidal;403283;Right Back;101;Colombia Women's;16802;['012d8c62-1990-4d91-b7d8-9cbb3961c220', 'bf6b13dd-39bf-42f2-92a0-f07dccdb4dc7', 'f5d49d28-2688-4a2e-8ce7-870e01cbbb14'];8;Colombia Women's;16802;12:04:09 a. m.;Pass;;33,3;77,6;52,8;64,9
547;2,329409;50004b5f-f922-40c9-b032-47c95ef74cb2;2077;[29.1, 64.1];3893818;49;;;0,7853982;;Head;;[45.0, 80.0];;High Pass;;22,485996;;Out;;Linda Lizeth Caicedo Alegría;;;;Recovery;2;Regular Play;Carolina Arias Vidal;403283;Right Back;102;Germany Women's;857;['55cf92a0-55fc-4171-859c-b3564ae93ade', 'd7dbb546-ee5b-4109-8539-5d13bbc13460'];32;Colombia Women's;16802;12:04:33 a. m.;Pass;;29,1;64,1;45;80
550;1,295035;0d4d9acd-e6a2-490f-aecb-124bc9130ae8;2095;[80.7, 28.6];3893818;49;;;-0,5658543;;Right Foot;;[88.1, 23.9];;Ground Pass;;8,766413;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Lady Patricia Andrade Rodríguez;49888;Left Wing;104;Colombia Women's;16802;['a0ab2962-04ac-49d7-b5ee-2514df59e192', 'e8219a8e-2d5d-4674-ba62-35f7d1bcf1d3'];54;Colombia Women's;16802;12:04:55 a. m.;Pass;VERDADERO;80,7;28,6;88,1;23,9
